1,not difficult to predict the coming of a global cold,[],[difficult, cold],negative
2,stevenbeschloss: anyone doubt the cold blooded butcher of moscow sleeps well,[well],[doubt, butcher, cold],negative
3,hariolor: the  corpse  was  no  longer  cold  because  there  never  had  been  any  corpse  for  you  to  mourn  over  in  the  first,[],[cold, mourn],negative
3285,areohesseyeee: if everyone suddenly started getting polio even though they were vaccinated for it,[],[],neutral
3286,narxism: brutally handsome,[handsome],[brutally],neutral
3287,gbates76034889:  talkradio  iancollinsuk and the reverse of this post that you so readily delight in,[readily, delight],[],positive
3288,zcstocks https:  t co swtsvl2bn2 money money 💰 china puppets,[],[puppets],negative
3289,ggreenwald: it is just staggering that the liberal wing of the us corporate media has spent years smearing as "nazis" all americans who,[],[],neutral
3290,reutersasia: novavax says its covid vaccine gets india authorisation for teens https:  t co l16fr4eate https:  t co olg64phaus,[],[],neutral
3291,1 3,[],[],neutral
3292,tambiyoyo: i pray for those that were vaccinated     i knew to listen to my gut instinct and not get this vaccine,[],[],neutral
3293,awgaffney: federal coverage for covid 19 treatment and testing for the uninsured ends today,[],[uninsured],negative
3294,jayroll43256805: turns out natural immunity and the therapeutics are the cure for covid and the vaccine is the actual disease  it took,[cure],[],positive
3295,angie_rasmussen sarah beth hartlage didn't listen to us   wake up,[],[],neutral
3296,drpauloffit a foia request of pfizer s post authorization adverse event reports of pf 07302048 report 42,[],[adverse],negative
3297,laissonslespre1: alerte,[],[],neutral
3298,guycreal: people need to be fired and or charged with murder in the us  amp  canada  both hold back covaxin the only vaccine scientifically,[],[murder],negative
3299,ggreenwald: it is just staggering that the liberal wing of the us corporate media has spent years smearing as "nazis" all americans who,[],[],neutral
3300,juliaflynch: here in italy indoor masking with high quality masks is mandatory,[],[],neutral
3301,cdcgov  covaxin     less harm and strong against variants   cdcgov tell the people the truth  tell  em there is a traditional vaccine option for them and their children   ichoosecovaxin https:  t co xglicjcc8j,[strong],[harm],neutral
3302,thanks to being vaccine boosted she s only contracted covid twice in less than six months  🤔 https:  t co yxtrzsoosd,[],[],neutral
3303,https:  t co 72tzufyivt,[],[],neutral
3304,another sad and avoidable death caused by the  astrazencecauk vaccine,[],[death, sad],negative
3305,dksdata:  cmoh_alberta "the mrna vaccines are licensed for booster doses for people age 18 years or older who completed their primary s,[],[],neutral
3306,robertkennedyjr: health feedback,[],[],neutral
3307,u s  army surgeon in tears: top brass ordered silence on vaccine injuries https:  t co ws3qliggbl,[top],[],positive
3308,hailsealser:  tiboribi  turqoisenova  gnithesciguy  saurinlakhia  whatthefelk the answer will not surprise you  anti vaxxers made it un,[],[],neutral
3309,https:  t co kuwtmbftks,[],[],neutral
3310,jccfcanada: court facing compelling testimony from charter signatory brian peckford as action proceeds to strike down vaccine travel ba,[],[strike],negative
3311,realpaulreid jah vaccine was right there breda,[right],[],positive
3312,jagchat01: bharat biotech,[],[],neutral
3313,jefferymyers  presssec you are confusing vaccine with cure,[cure],[confusing],neutral
3314,presssec: thanks to the vaccine,[],[],neutral
3315,dr_puneet  vikkypaedia  vipintukur  naveenthacker  pedicon2021 sir,[],[],neutral
3316,patriotgaga1: pfizer biontech  comirnaty  vaccine that in the first 90 days of public use,[],[],neutral
3317,daily_express: pfizer fourth booster vaccine: three side effects to expect from fourth dose   new trial,[],[],neutral
3318,ianmsc: cases in austria have shattered previous records with n95's,[],[],neutral
3319,awgaffney: federal coverage for covid 19 treatment and testing for the uninsured ends today,[],[uninsured],negative
3320,peteuk7: there's no benefit of getting infected with covid,[benefit],[infected],neutral
3321,ggreenwald: it is just staggering that the liberal wing of the us corporate media has spent years smearing as "nazis" all americans who,[],[],neutral
3322,llatraverse moi,[],[],neutral
3323,u s  army surgeon in tears: top brass ordered silence on vaccine injuries https:  t co n0iaqxszhe,[top],[],positive
3324,ajzeigler: psaki has had covid more than once now,[],[],neutral
3325,presssec: thanks to the vaccine,[],[],neutral
3326,karoosox  catturd2 a vaccine by definition provides immunity  the polio vaccine eradicates polio,[],[],neutral
3327,lucykwills hi  vaccine authorizations and availability differ by country  for the most up to date information visit: https:  t co czhrroifl1,[],[],neutral
3328,chrisminnsmp why are rising covid numbers resulting in the further lifting of restrictions,[],[],neutral
3329,presssec well the question is  either the vaccine and booster don t work or you never got the shots  i hope you recover quickly  good luck,[recover, luck, work, well, good],[],positive
3330,novavax: novavax and serum institute of india announce first emergency use authorization of novavax' covid 19 vaccine in adolescents  1,[],[emergency],negative
3331,paulinebeddoes  toryboypierce it's not a vaccine,[],[],neutral
3332,jccfcanada: court facing compelling testimony from charter signatory brian peckford as action proceeds to strike down vaccine travel ba,[],[strike],negative
3333,awgaffney: federal coverage for covid 19 treatment and testing for the uninsured ends today,[],[uninsured],negative
3334,yayshamsaldeen:          moderna_tx,[],[],neutral
3335,world1charly du coup,[],[],neutral
3336,drj56013122:  the results obtained for mitochondria,[],[],neutral
3337,https:  t co dixcnzgfkd,[],[],neutral
3338,ggreenwald: it is just staggering that the liberal wing of the us corporate media has spent years smearing as "nazis" all americans who,[],[],neutral
3339,divizio1: allez,[],[],neutral
3340,sauveur_james get a syringe and inject her with vaccine,[],[],neutral
3341,brentpauley3:  whitedaisylove2  santasurfing2  daganerabus03,[],[],neutral
3342,aradicalshift  chrischirp  skynewsbreak i think england is at the end game  regular vaccine boosters and therepeuticsfor the vulnerable  meantime vast majority of people getting on with their lives as they see fit,[],[vulnerable],negative
3343,bencowling88:  7 15  where both vaccines perform very well is in protection against severe fatal disease  composite outcome     either,[well, protection],[severe, fatal],neutral
3344,news_maker so much for mask and vaccine mandates,[],[],neutral
3345,kimiversenshow: people really need to stop calling others "anti vaxx" or "vaccine skeptics"  the data is in   the people who were wildl,[],[],neutral
3346,brutally handsome,[handsome],[brutally],neutral
3347,robertbenzie  fredomfourever  cpc_hq  candicebergenmp anyone suggesting getting the vaccine or booster after the pfizer documents were released should be charged with  crimesagainsthumanity,[],[],neutral
3348,kimiversenshow: people really need to stop calling others "anti vaxx" or "vaccine skeptics"  the data is in   the people who were wildl,[],[],neutral
3349,awgaffney: federal coverage for covid 19 treatment and testing for the uninsured ends today,[],[uninsured],negative
3350,conkers3:  aimhardy  lizeedrip  naqeebn  thesecretacct  kevinvesting86  adamskiraver1  gggg2120  ronniemarkets  ak80171103  soundsrisky,[],[],neutral
3351,mlittrey  justinrosenth11  ruzzara  presssec how can i dumb this down so you can understand it  the covid vaccine doesn't prevent all infections because 1  no vaccine prevents all infections 2  that's not how vaccination works,[works],[infections, dumb],negative
3352,stillgray fast food outlets are where the 3rd and 4th shot vaccine zombie apocalypse breaks out,[fast],[breaks, apocalypse, zombie],negative
3353,mrcarlharper  baileyiambaile2  nhsuk the vaccine reduces transmission,[],[],neutral
3354,putridities:  cordeliers twice in six months she got to write,[],[],neutral
3355,divizio1: allez,[],[],neutral
3356,volpiranyas  andrewlazarus4  kstateturk  idunsdaughter  provaxtexan  ogilville1  troycoverdale  jimeeliberty  skepticalmutant  winterishere96  noonienoodie  sammy44231  geoffschuler  jasonkowalyshyn  zeetubes  jonathanhannah  richykirsh  doom37455413  maureenstroud  tonybaduy  andylumm  pawley_robert  monstercoyliar  tomsirolimus  sallyjiggles  liznyc13  mcfunny  butterednoodie  matthewnewell67  nomisinfotoday  kayvonpaul  bartm  alex_on_a14  plhartungrn  handyman_neil  consequentialbr  raouldukeerik  nockit1  scepticalaussie  dbootynabber  kath2cats  jtmayes3  willard1951  doritmi  mhunt081266  ninawowp  marktho29550016  xfirgaming  lewbloch  tatsandfats because it's already known that these injuries are possible though rare  they show up in the data,[],[],neutral
3357,laissonslespre1: alerte,[],[],neutral
3358,olivercooper: starmer s example of what labour achieves in power,[],[],neutral
3359,awgaffney: federal coverage for covid 19 treatment and testing for the uninsured ends today,[],[uninsured],negative
3360,fj_newman: here in chile indoor masking is mandatory,[],[],neutral
3361,ggreenwald: it is just staggering that the liberal wing of the us corporate media has spent years smearing as "nazis" all americans who,[],[],neutral
3362,jeanrees10: ltcf employee   dec 2020   death,[],[death],negative
3363,awakenindiamvmt: dr  arvind khushwaha  arvindk26905698,[],[],neutral
3364,kit_yates_maths new zealand handling of pandemic one of best in english speaking world  they should be proud of their achievement and keeping numbers low before people offered a vaccine  they also don t have a huge debt incurred by govt for faulty ppi and ttt  every life mattered,[proud, achievement, best],[faulty, debt],positive
3365,jeanrees10: ltcf employee   dec 2020   death,[],[death],negative
3366,irpp: should it stay or go   kathryn_may on ottawa's consideration of the vaccine mandate for the public service      cdnpoli https:  t,[],[],neutral
3367,sunshine_toes  sirmasksalot  rosewind2007 still deflecting from the facts you made an unsupportable claim,[],[],neutral
3368,news24 what was the plan    force the vaccine on us   do we no longer have a say about what goes into our bodies   why are we losing our jobs because of this vaccine       effsouthafrica  eff  julius_s_malema,[],[losing],negative
3369,warmyellowlight: reminder that if you re immunocompromised  or otherwise eligible  and got your three full vaccine doses,[],[],neutral
3370,mitch has been sitting the bench at ku for free for like what 9 years  now he gettin an nil deal from the government,[like, free],[],positive
3371,bylucyjones: great to have sir christopher chope on the show to talk about his vaccine damage bill,[great],[damage],neutral
3372,jonnyroot_  buttkicker7 the nfl gave the option to test and didn't mandate the vaccine  butker took that option  why does he feel his freedom was unfairly constricted,[freedom],[unfairly],neutral
3373,teresa_ingram1:  beccasteinfeld chrystal hopkins   two weeks after her vaccine,[],[],neutral
3374,bennydiscostick:  craigkellymp another thing that no one is talking about is canadian soccer star in european player alfonso  he hasn t,[],[],neutral
3375,jeremyfaust: i m not saying we all need 4th doses,[],[],neutral
3376,ortleppsteven:  greene_cp  stacey_rudin  proftimnoakes i'll rather take my chances with natural immunity than with vaccine induced immu,[],[],neutral
3377,peoplesconvoyus: tpc co organizer,[],[],neutral
3378,ronrockwellmd:  vaccine efficacy turned negative during the omicron surge a month after kids were inoculated   10   and declined even m,[],[negative],negative
3379,ronrockwellmd:  vaccine efficacy turned negative during the omicron surge a month after kids were inoculated   10   and declined even m,[],[negative],negative
3380,got the vaccine and now im half gay thanks bifen,[],[],neutral
3381,youranonnews start dropping dirt on  traitortuckercarlson and  traitorhannity also the fox vaccine requirements for employment  so the cult knows they are being lied to,[],[dirt, lied],negative
3382,papanours60: ouah,[],[],neutral
3383,robertkennedyjr: dr  gregory poland,[],[],neutral
3384,drleanawen  postopinions get the vaccine approved for the kids under 5  millions of the youngest americans are completely unprotected,[],[],neutral
3385,peteuk7: there's no benefit of getting infected with covid,[benefit],[infected],neutral
3386,dianas46760352:,[],[],neutral
3387,v3rrryb3rry: vaccibe vaccine pa sa inggit lang naman pala ako mamamat,[],[],neutral
3388,bdchiefsfan:  jonnyroot_  buttkicker7 i have seen this in developing countries  some mullah priest pastor will tell the masses that usi,[],[],neutral
3389,sailorrooscout: so,[],[],neutral
3390,carpe_diem0820: 🇿🇦  j amp j             covid 19,[],[],neutral
3391,sensanders: corporate greed is moderna giving its ceo a  923 million golden parachute  amp  handing out  360 million in stock options to 2,[golden],[greed],neutral
3392,i can't see how they won't decide to impose endless boosters,[],[impose],negative
3393,truthtalker604:  ctvnews  nancyvictoria it's not complicated,[],[complicated],negative
3394,wytewzrdz: your vaccine protects you,[],[],neutral
3395,rvawonk: you know how i keep talking about how anti vaccine attitudes are really a proxy for underlying moral ideological values  and h,[],[],neutral
3396,drjbhattacharya: it is not a coincidence that the drop in uptake of essential childhood vaccinations coincides with a period of maximal,[],[],neutral
3397,chuckcallesto: breaking report: us army officially begins dishonorably discharging soldiers who haven t taken the vaccine,[],[breaking],negative
3398,duanejo19410973  cochise7969  politicoit  theunrealpeterg by saying he had a vaccine,[],[],neutral
3399,blondiefortrump 150,[],[],neutral
3400,bandygit:  if u want to wait to see if a side effect shows up 2 years later,[],[],neutral
3401,pja_chan: sop baru nak makan dekat kedai dekat jepun ni,[],[],neutral
3402,bamableu: it doesn t cost a single cent to get the vaccine,[],[],neutral
3403,pokrath:                                              mrna 2                mrna     1                         az x 2         mrna vacc,[],[],neutral
3404,govcanhealth: we do everything we can to keep our kids safe  how can the covid 19 vaccine help protect them  covid 19 vaccines can help,[safe, protect],[],positive
3405,katewillett: the cia conducted a sham vaccination program in pakistan to try to find bin laden to collect dna from people in the neighb,[],[sham],negative
3406,katewillett: the cia conducted a sham vaccination program in pakistan to try to find bin laden to collect dna from people in the neighb,[],[sham],negative
3407,kimiversenshow: people really need to stop calling others "anti vaxx" or "vaccine skeptics"  the data is in   the people who were wildl,[],[],neutral
3408,willparkeryoad: a f   ing cloth mask has never stopped the spread of microscopic aerosolized viral particles  it has acted as a visual,[],[],neutral
3409,nathaliejacoby1 if you are only talking about covid shot   especially those of us that survived the original strain 2020   i would call us surviors   just say "absolutely no" to the mrna vaccine,[],[strain],negative
3410,drjbhattacharya: it is not a coincidence that the drop in uptake of essential childhood vaccinations coincides with a period of maximal,[],[],neutral
3411,87_msr  cpfelger55 wentz vaccine status became a part of the problem  do you think ballard is going to be good with beasley,[good],[problem],neutral
3412,vaxreports1: an alexandra man who suffered an injury from a covid 19 vaccine has been denied a medical exemption   despite being advise,[],[suffered, injury, denied],negative
3413,jimmy_dore: tell me you think your covid vaccine doesn t work without saying it:,[work],[],positive
3414,libertytarian: uk: vaccines have negative efficacy,[],[negative],negative
3415,to some people who don't want vaccine  you can get the card,[],[],neutral
3416,rvawonk: this thread summarizes a lot of what i am referring to  when you look at that relationship between anti vaccine beliefs and pr,[],[],neutral
3417,olivercooper: starmer s example of what labour achieves in power,[],[],neutral
3418,socialistmma real talk  if this really happened,[],[],neutral
3419,kimiversenshow: people really need to stop calling others "anti vaxx" or "vaccine skeptics"  the data is in   the people who were wildl,[],[],neutral
3420,kaidegracia1  ihitbombs2020  nathaliejacoby1 https:  t co akdtdg8kxq,[],[],neutral
3421,kimdotcom  jacindaardern wth  as a nurse i can tell you that vaccine has killed untold numbers of the vulnerable  they re the very ones who should not have taken it  this was genocide  look at the death rates of nsg homes after the vaxx  now we know it s killing all ages just took out the old faster,[faster],[vulnerable, death, genocide, killing, killed],negative
3422,g_rakowski  baseballmets86  edsdt1234 i would bet that boras would tie him down and give him the shot himself if he could,[],[],neutral
3423,celeste64882539:  end vaccine mandates     my good friend,[good],[],positive
3424,alarabiya_eng:  india is considering making all adults eligible for booster doses of  coronavirus vaccine,[],[],neutral
3425,peteuk7: there's no benefit of getting infected with covid,[benefit],[infected],neutral
3426,katewillett: the cia conducted a sham vaccination program in pakistan to try to find bin laden to collect dna from people in the neighb,[],[sham],negative
3427,pokrath:                                              mrna 2                mrna     1                         az x 2         mrna vacc,[],[],neutral
3428,flsurgeongen:   allysiafinley asks an important question:,[important],[],positive
3429,theanimaltime44 for real,[],[],neutral
3430,kimiversenshow: people really need to stop calling others "anti vaxx" or "vaccine skeptics"  the data is in   the people who were wildl,[],[],neutral
3431,jeremyfaust please stop comparing an experimental mrna vaccine to a traditional protien based vaccine,[],[],neutral
3432,cpho_canada i am anxiously waiting for the novara vaccine   when  can i expect it to arrive in sask,[],[anxiously],negative
3433,kimiversenshow: people really need to stop calling others "anti vaxx" or "vaccine skeptics"  the data is in   the people who were wildl,[],[],neutral
3434,pokrath:                                              mrna 2                mrna     1                         az x 2         mrna vacc,[],[],neutral
3435,pokrath:                                              mrna 2                mrna     1                         az x 2         mrna vacc,[],[],neutral
3436,18,[],[],neutral
3437,pokrath:                                              mrna 2                mrna     1                         az x 2         mrna vacc,[],[],neutral
3438,"hong kong s high death rate shows the importance of vaccinating the elderly " by by benjamin mueller via nyt https:  t co xnumzcinrw,[],[death],negative
3439,garyfromky:  alvarado4senate please pass hb51 and hb28  we need this to stop the mask and vaccine mandates from coming back this fall,[],[fall],negative
3440,oneunderscore__: many took ivermectin instead of a vaccine   some left or refused to go to a hospital to take this and die at home,[],[die, refused],negative
3441,jhmdrei:,[],[],neutral
3442,majestyria: biden just said it s time for a new world order  amp  he leading the way   did y all forget everything we learned in those 2012,[leading],[],positive
3443,pokrath:                                              mrna 2                mrna     1                         az x 2         mrna vacc,[],[],neutral
3444,jessekellydc:  whoops,[],[],neutral
3445,pokrath:                                                                    mrna vaccine                mrna 4             az,[],[],neutral
3446,jdrucker: this is the only vaccine that people take three times,[],[],neutral
3447,drjbhattacharya: it is not a coincidence that the drop in uptake of essential childhood vaccinations coincides with a period of maximal,[],[],neutral
3448,katewillett: the cia conducted a sham vaccination program in pakistan to try to find bin laden to collect dna from people in the neighb,[],[sham],negative
3449,nyt health: "hong kong s high death rate shows the importance of vaccinating the elderly " by by benjamin mueller https:  t co 6ahcauf745 https:  t co ku5z2yjfba,[],[death],negative
3450,justintrudeau if i may say  justintrudeau  canadianpm  potus  joebiden  donaldjtrumpjr levi,[],[],neutral
3451,"hong kong s high death rate shows the importance of vaccinating the elderly " via nyt https:  t co xplq94zxva  healthnews  dentistry  newyorktimes,[],[death],negative
3452,peteuk7: there's no benefit of getting infected with covid,[benefit],[infected],neutral
3453,peteuk7: there's no benefit of getting infected with covid,[benefit],[infected],neutral
3454,katewillett: the cia conducted a sham vaccination program in pakistan to try to find bin laden to collect dna from people in the neighb,[],[sham],negative
3455,pokrath:                                              mrna 2                mrna     1                         az x 2         mrna vacc,[],[],neutral
3456,theafricareport: could a consensus on an ip waiver for  covid19 vaccines finally be reached  first an agreement must be accepted by the,[],[],neutral
3457,helenclarknz: world renowned virologist peter piot reflects on the fight he had to survive  covid_19 🦠  says "without a vaccine,[renowned],[],positive
3458,leslibless: louisville,[],[],neutral
3459,pull the damn vaccines out of circulation  they re not vaccines  they re dna altering drugs  too many young people are dropping like flies  ban the vaccine now,[like],[damn],neutral
3460,jessekellydc:  whoops,[],[],neutral
3461,epiwhisper: what the news isn t saying about vaccine autism studies,[],[],neutral
3462,jessekellydc:  whoops,[],[],neutral
3463,kimiversenshow: people really need to stop calling others "anti vaxx" or "vaccine skeptics"  the data is in   the people who were wildl,[],[],neutral
3464,katewillett: the cia conducted a sham vaccination program in pakistan to try to find bin laden to collect dna from people in the neighb,[],[sham],negative
3465,jessekellydc:  whoops,[],[],neutral
3466,kevinro23303423:  don_grantham  catturd2 yah masks worked,[worked],[],positive
3467,booster dose   covid 19 vaccine   dinamalar https:  t co gq3zveoyn1,[],[],neutral
3468,scottstelk:  andrewnoymer worth noting the establishment initially thought john snow was a radical ignoramus  public health officials c,[worth],[radical],neutral
3469,inhalingtxt: taehyun typed  nyang nyang        with determination but after the snow got him it changed to  nyang nyang   he s so funny,[],[funny],negative
3470,snow star : i can change my enemy's magic into ash like snow,[magic, like],[],positive
3471,777_oya: herbs are our first medicines  divine gifts from nature,[divine],[],positive
3472,megmilk_snow,[],[],neutral
3473,midnight_oat: pairs and snow in kdramas https:  t co rwigb7gtbr,[],[],neutral
3474,snow man           190                                  yahoo      https:  t co 870j8ezuht,[],[],neutral
3475,nikkansports: snow man           190,[],[],neutral
3476,fujitv: 🌙28      0 30     🎵,[],[],neutral
3477,thetvjp: snow man                                                         tv,[],[],neutral
3478,fatality is like ghosts in snow,[like],[],positive
3479,kissmeagain99: "we come from the land of ice and snow" 🧊,[],[],neutral
3480,megmilk_snow,[],[],neutral
3481,oricon: snow man                                               tv      4,[],[],neutral
3482,sn__20200122:   2022 03 25,[],[],neutral
3483,vteambase: track 4: snow flower  shazampartae,[],[],neutral
3484,cinematoday: snow man,[],[],neutral
3485,fujitv: 🌙28      0 30     🎵,[],[],neutral
3486,cinematoday: snow man,[],[],neutral
3487,wjournal gk muluk2:,[],[],neutral
3488,snow_human48          😊,[],[],neutral
3489,ssosum: new artwork for sale    "tigers playing in snow"   https:  t co rk5iuvirbh  fineartamerica https:  t co uys6c5qljg,[],[],neutral
3490,ioritosa2: 📷   selaru ovidiu    elaru ovidiu,[],[],neutral
3491,thetvjp: snow man                                                         tv,[],[],neutral
3492,dprincess_facts: breaking news:,[],[breaking],negative
3493,the breath had almost totally left her body  she was as white as snow  and then,[],[],neutral
3494,megmilk_snow,[],[],neutral
3495,check out scarlett snow's video   tiktok https:  t co h7pn1yvryv,[],[],neutral
3496,jungwon s fave season is also winter he really loves the snow    ahhh ok so heewonki vampires confirmed ig  sh should probably be a vamp too bc canines too but i juat  waves hand  used my bias line as the vampires for the express   https:  t co dxfwpkyugh,[fave, loves],[bias],positive
3497,secretlittlexxx: would you fuck a petite snow bunny  🐰 https:  t co 6hmbxpojpu,[],[fuck],negative
3498,theobroma_c92: snow man,[],[],neutral
3499,erased87516588: renee lynda campbell nee snow asking you yet again for access to our children,[],[],neutral
3500,fujitv: 🌙28      0 30     🎵,[],[],neutral
3501,i think that snow is coming from the free smart van,[free, smart],[],positive
3502,sore_snowman: 3 27     1   1  sp,[],[],neutral
3503,rickwrightnow similar percentages of republicans also blame biden for:,[],[blame],negative
3504,yoshi200305               snow,[],[],neutral
3505,weathernation: it's a blustery day at snowshoe mountain  blowing snow is expected through today into early sunday in the higher elevati,[],[],neutral
3506,nowplaying   now playing on "https:  t co ut9xekexyu"   bobby fishscale   make it snow  clean   follow us on  tunein  listen  hiphop  internetradio,[clean],[],positive
3507,sn__20200122:,[],[],neutral
3508,i'll stop this kind of love,[love],[],positive
3509,,[],[],neutral
3510,stubbenkammer  brent_bellamy  bikewinnipeg  jordansawatzky  sherrilrollins two directions of peds and two directions of cyclists  definitely not wide enough  also please note the full width hasn't been available for roughly 4 months now due to snow  i prefer to bike on clear pavement like cars get,[prefer, like, available, clear, enough],[],positive
3511,hyvnwr1tes,[],[],neutral
3512,meguroism: being snow man fan is fun because you will get plenty of questionable photoshoot like this https:  t co pdmcex49fv,[like, fun],[questionable],positive
3513,🏠     1  sp🕺                    snow man,[],[],neutral
3514,tubomin316510:                  snow man 6th single             💦          💕,[],[],neutral
3515,grommit56: stepping out this morning i could hear flocks of returning birds chirping  now i don't speak bird but i believe they were ec,[],[],neutral
3516,thetvjp: snow man                                                         tv,[],[],neutral
3517,,[],[],neutral
3518,snow tl is almost done https:  t co nzgnqqwfyg,[],[],neutral
3519,snow_blow9,[],[],neutral
3520,snow_tatsunoha,[],[],neutral
3521,modelpress: snow man,[],[],neutral
3522,tubomin316510: snow man   d d          💙,[],[],neutral
3523,cinematoday: snow man,[],[],neutral
3524,petrina256 we got snow but it s till beautiful,[beautiful],[],positive
3525,miaellaworld: sadly that s how they r  they will decide on whom to show support  amp  hate if bala had done this,[support],[sadly, hate],negative
3526,fujitv: 🌙28      0 30     🎵,[],[],neutral
3527,gvick74: snow  really   ryswilberforce,[],[],neutral
3528,fujitv: 🌙28      0 30     🎵,[],[],neutral
3529,wandering_jones: i feel like i keep saying this,[like],[],positive
3530,gvick74: snow  really   ryswilberforce,[],[],neutral
3531,xhnews: a poor white fox was found weak and disorientated during heavy snow in yunnan,[],[poor, weak],negative
3532,chiihiyo_snow            2                                           🤔,[],[],neutral
3533,fujitv: 🌙28      0 30     🎵,[],[],neutral
3534,ioritosa2: 📷   selaru ovidiu    elaru ovidiu,[],[],neutral
3535,megmilk_snow,[],[],neutral
3536,jaykumarbass: a 38 lb limit    🤯 guess where  stankysguideservice and  beck19bb boated this insane in the membrane limit  hint: lake rh,[],[limit, insane],negative
3537,snow_tfra          💜,[],[],neutral
3538,megmilk_snow,[],[],neutral
3539,oricon: snow man                                               tv      4,[],[],neutral
3540,oricon: snow man                                               tv      4,[],[],neutral
3541,inhalingtxt: taehyun typed  nyang nyang        with determination but after the snow got him it changed to  nyang nyang   he s so funny,[],[funny],negative
3542,snow man        amazon,[],[],neutral
3543,snow peak  home amp camp,[],[],neutral
3544,777_oya: herbs are our first medicines  divine gifts from nature,[divine],[],positive
3545,jpgirene: irene as snow white https:  t co r6hzjettfd,[],[],neutral
3546,nikkansports: snow man             no 1              23,[],[],neutral
3547,nikkansports: snow man             no 1              23,[],[],neutral
3548,teine1024:,[],[],neutral
3549,megmilk_snow,[],[],neutral
3550,carolinaesukie a snow dress that s a sex magnet,[],[],neutral
3551,fujitv: 🌙28      0 30     🎵,[],[],neutral
3552,kakiyan_snow,[],[],neutral
3553,tubomin316510: snow man   sugar          kissin' my lips,[],[],neutral
3554,hmmlalisa: for lisa s birthday,[],[],neutral
3555,rtrtrtrtrtrtrt especially crystal snow nkajfkekckefk https:  t co qu0h1i8huw,[],[],neutral
3556,akmooserider so cute  i can t believe you still have that much snow,[cute],[],positive
3557,cbmcok: god has shaken the world up as if it were a snow globe with the pandemic  in this episode,[],[],neutral
3558,megmilk_snow: 🌸     🌸,[],[],neutral
3559,ohmyhyunjae:  twentyfivetwentyone but "spring snow" by  theboyz as the music background https:  t co ramabekzau,[],[],neutral
3560,oricon: snow man                                               tv      4,[],[],neutral
3561,777_oya: herbs are our first medicines  divine gifts from nature,[divine],[],positive
3562,gvick74: snow  really   ryswilberforce,[],[],neutral
3563,httpyeeva: only alberta can manipulate everyone into thinking it was spring sike bitch here's some snow,[],[bitch, manipulate],negative
3564,flanpu: snow covered kiss https:  t co 1ckaefzbb0,[],[],neutral
3565,snow_wrld wow  i didn t know you were a scammer  unfucking real,[wow],[],positive
3566,james_k_earley  mjvanmaastricht  revdpalacios west michigan gets more snow and way more clouds than the twin cities but isn t half as cold,[],[cold],negative
3567,snow_cat561              😇,[],[],neutral
3568,snowman_tube:,[],[],neutral
3569,sponichigeinou: snow man                                              sponichi annex,[],[],neutral
3570,snowman_tube:,[],[],neutral
3571,natalie_mu:           snow man                 9                        8,[],[],neutral
3572,nikkansports: snow man,[],[],neutral
3573,sponichigeinou: snow man                                              sponichi annex,[],[],neutral
3574,traderjrae also my current commute is just 6 miles round trip so burning calories instead of dino juice is far cheaper easier healthier when it s not snow season,[cheaper, easier],[burning],positive
3575,entramoencaior: kenia os y snow tha product 🇲🇽 https:  t co bfbmmlrl3z,[],[],neutral
3576,oricon: snow man                                           5,[],[],neutral
3577,sponichigeinou: snow man                                              sponichi annex,[],[],neutral
3578,oricon: snow man                                           5,[],[],neutral
3579,oricon: snow man                                           5,[],[],neutral
3580,natalie_mu:           snow man                 9                        8,[],[],neutral
3581,snow star : i can change my enemy's magic into ash like snow,[magic, like],[],positive
3582,snow_mil,[],[],neutral
3583,,[],[],neutral
3584,oricon: snow man                      2                   5,[],[],neutral
3585,sponichigeinou: snow man                                              sponichi annex,[],[],neutral
3586,modelpress: snow man,[],[],neutral
3587,tbs_pr:,[],[],neutral
3588,sn__20200122:,[],[],neutral
3589,natalie_mu:           snow man                 9                        8,[],[],neutral
3590,flanpu: snow covered kiss https:  t co 1ckaefzbb0,[],[],neutral
3591,movieticketjp:,[],[],neutral
3592,snow man                                              :        https:  t co dm2asugdm8,[],[],neutral
3593,natalie_mu:           snow man                 9                        8,[],[],neutral
3594,musicjp_mti: snow man                                                      https:  t co 200teymvdy  snowman             https:  t co bp,[],[],neutral
3595,snow_ruru_,[],[],neutral
3596,natalie_mu:           snow man                 9                        8,[],[],neutral
3597,tbs_pr:,[],[],neutral
3598,natalie_mu:           snow man                 9                        8,[],[],neutral
3599,nikkansports: snow man,[],[],neutral
3600,rhofford was minimal snow from saskatoon to calgary when we travelled that stretch 3 weeks ago,[],[],neutral
3601,nikkansports: snow man,[],[],neutral
3602,snowman_weibo:  snowman_weibo,[],[],neutral
3603,snow man                      2                     https:  t co umx26adnge,[],[],neutral
3604,streamtheonly: when the fake snow only fell on her 😂 https:  t co wlpwrkn3xl,[],[fell, fake],negative
3605,tbs_pr:,[],[],neutral
3606,snow_flake01,[],[],neutral
3607,sn__20200122:,[],[],neutral
3608,modelpress:      📸 snow man,[],[],neutral
3609,flanpu: snow covered kiss https:  t co 1ckaefzbb0,[],[],neutral
3610,movieticketjp:,[],[],neutral
3611,tokyojapan999: 4 1                             3,[],[],neutral
3612,sn__20200122:,[],[],neutral
3613,oricon: snow man,[],[],neutral
3614,oricon: snow man,[],[],neutral
